-- vertices: 10
(1000,4536945649075,352,1408,808)
(1001,18010960272968,256,1008,874)
(1002,1248789447765,256,3088,1020)
(1003,2337922647475,256,2336,936)
(1004,1177240673784,256,1280,676)
(1005,362274692568,432,1248,884)
(1006,654215191792,432,1320,1082)
(1007,654198414800,256,1524,1034)
(1008,344409823916,256,992,700)
(1009,344409855660,256,1216,812)
(1010,619287813972,256,1216,728)
(1011,344489150700,384,1984,756)
(1012,1170922184594,384,3472,696)
(1013,623313854354,384,2568,688)
(1014,1169848454828,384,1760,640)
(1015,348435959468,384,768,640)
(1016,1173069668012,256,576,656)
(1017,623314636722,256,1088,600)
(1018,346288475988,352,2032,784)
(1019,1650079473554,384,768,632)
(1020,1375201578668,384,1152,724)
(1021,1650080255922,256,576,528)
(1022,825445764948,352,2880,832)
(1023,413130311286,256,512,520)
(1024,344490052076,512,1920,816)
(1025,344556903148,384,1488,788)
(1026,344481663724,480,5886,908)
(1027,344562674924,512,2576,828)
(1028,1240736767073,384,1008,806)
(1029,1240736386145,256,512,580)
(1030,1257504812389,512,1152,862)
(1031,628554799322,384,384,616)
(1032,628554418394,384,512,608)
(1033,624318159066,256,256,576)
(1034,628487817434,512,768,712)
(1035,344490052494,512,1280,712)
(1036,2474761831975,384,1344,752)
(1037,2337859749415,384,768,748)
(1038,1257496424037,512,1152,914)
(1039,2337859610275,384,576,716)
(1040,2474761692835,384,768,676)
(1041,2474761438883,256,576,636)
(1042,2337859356323,256,384,576)
(1043,4536945649431,384,848,716)
(1044,4536945649319,384,832,676)
(1045,4673759667875,448,2144,800)
(1046,4536857585315,448,1952,740)
(1047,2337859737251,256,384,620)
(1048,2474761819811,256,256,448)
(1049,2337922647719,384,1120,756)
(1050,2474761627427,384,1536,692)
(1051,2337859544867,384,1056,748)
(1052,2474761817891,256,864,640)
(1053,2337859735331,256,384,464)
(1054,1248311280997,544,960,926)
(1055,344496343758,544,2208,760)
(1056,4673818372003,448,1440,740)
(1057,4536916289443,448,1456,740)
(1058,1797110465900,480,960,972)
(1059,1797110531308,640,768,858)
(1060,18281195408748,384,384,670)
(1061,1796981032044,656,1632,1026)
(1062,2892197692524,768,1280,978)
(1063,1790668019020,624,1600,1008)
(1064,2892327191788,480,768,858)
(1065,18281162380636,256,256,548)
(1066,1796952196188,704,1152,874)
(1067,18281161405772,512,768,770)
(1068,3439777186908,512,1088,914)
(1069,1790668084428,448,768,788)
(1070,18281094550860,384,576,676)
(1071,2892327126380,544,640,846)
(1072,3439935522028,512,576,726)
(1073,3439806022764,576,864,862)
(1074,1797047633004,704,1256,1056)
(1075,18281045005644,512,768,754)
(1076,1790538585164,704,2536,1044)
(1077,3439872623724,384,576,676)
(1078,1797051827292,512,672,752)
(1079,18281144636748,384,576,632)
(1080,1790505555020,544,1440,832)
(1081,3439876818012,256,384,576)
(1082,1257504808549,384,864,810)
(1083,2474761700915,384,768,716)
(1084,2337859618355,384,576,716)
(1085,4536945387399,256,992,636)
(1086,1257380023909,384,1248,844)
(1087,1247237539429,512,1152,904)
(1088,1248848151781,384,384,576)
(1089,1257379507301,384,1592,816)
(1090,4536945645235,384,1280,692)
(1091,4536945381283,384,1472,752)
(1092,4673818380083,448,1440,740)
(1093,4536916297523,448,1624,800)
(1094,3867096941804,560,1888,1020)
(1095,18011023197276,544,1152,870)
(1096,977120953548,560,1840,1016)
(1097,18010960417868,576,1792,934)
(1098,7152746923244,256,256,560)
(1099,18011086036556,384,576,688)
(1100,413777823635,384,1296,692)
(1101,1248840156277,384,2016,778)
(1102,1244670370933,384,1248,818)
(1103,4536945256339,256,864,604)
(1104,1248915395701,256,768,638)
(1105,1245878622065,256,576,520)
(1106,3303105050213,256,864,536)
(1107,1248906757237,384,2064,808)
(1108,2337922516659,384,1248,740)
(1109,1177240685948,384,576,520)
(1110,4536945190819,256,384,448)
(1111,2337922189219,384,1808,756)
(1112,1241583662449,256,768,568)
